NPI,NDC,Units,UnitCost
10,4865,939,42.01
8,514,2093,406.6
10,289,286,337.65
5,1021,1805,180.18
5,4842,1804,211.9
8,4756,514,22.33
3,3834,1753,420.84
9,668,2450,211.26
3,4460,1751,384.87
5,2539,1803,274.71
2,1540,1767,79.45
5,2159,1802,366.39
2,3325,1766,313.39
1,4925,1219,366.71
8,121,2880,485.72
8,2678,2149,488.82
1,4807,1219,293.74
10,1236,1784,143.73
1,1619,1220,145.17
8,355,2768,6.37
10,575,1418,52.05
9,4954,1727,53.92
2,3064,1766,183.86
4,3437,1792,146.06
3,364,1750,76.36
5,4394,1802,298.5
7,4999,238,270.08
2,360,1765,351.48
10,2852,1082,469.52
4,57,1791,259.87
9,434,1975,247.51
4,101,1790,219.14
6,1274,42,75.36
8,578,2536,174.68
6,4237,1267,350.13
7,3958,1142,260.65
9,803,188,405.6
7,2010,1944,201.03
9,14,2244,112.48
1,4820,1220,80.37
9,2058,1851,128.04
3,3637,1749,85.27
10,2440,1751,167.32
2,1765,1765,19.9
6,1658,405,334.19
1,4211,1221,48.67
9,2669,1747,166.33
3,4123,1749,71.09
1,2945,1221,365.45
7,1180,2102,206.13
6,4327,2418,407.61
8,3087,339,353.03
5,578,1801,228.05
9,581,559,28.16
4,4894,1789,326.82
10,1056,2224,252.45
7,958,2253,435.31
8,620,2069,222.1
6,3733,1967,368.54
4,2021,1789,473.44
1,1812,1222,105.21
7,1381,1161,75.09
7,391,2049,161.56
7,730,1612,503.38
10,1742,350,115.14
4,4899,1788,137.67
5,84,1801,198.47
9,39,577,63.1
5,2803,1800,264.89
1,1288,1222,221.46
3,3527,1748,199.43
6,1365,2205,330.63
4,4952,1787,77.79
2,2727,1765,405.72
3,193,1748,377.65
2,643,1761,452.07
7,4125,2504,461.78
8,767,861,115.62
3,4365,1748,344.98
4,2731,1787,355.59
1,1061,1223,228.77
7,864,1074,173.32
6,4818,2456,195.84
7,3175,1592,245.39
5,379,1799,189.28
7,1325,2982,493.23
8,3684,2800,351.47
3,12,1747,500.8
10,1408,2912,204.2
7,1853,2015,322.96
6,1508,686,433.93
5,2487,1798,252.53
2,4847,1758,406.4
8,1624,1610,440.37
8,2389,1451,153.05
1,3179,1223,307.58
9,2211,2294,431.4
8,1802,713,383.19
9,516,2008,231.78
1,2447,1224,372.37
9,3055,935,387.66
7,4004,444,114.31
5,2065,1797,404.62
10,2823,2521,365.74
3,4683,1747,344.7
2,718,1758,243.25
2,754,1758,144.06
8,1415,661,68.22
10,1402,1051,54.65
7,4304,1131,90.98
2,1423,1756,264.31
5,1633,1797,197.79
10,2234,303,299.78
9,2534,1140,53.87
8,1008,2364,490.36
8,2786,697,293.33
2,3034,1756,428.1
4,4468,1785,461.14
10,591,1746,275.11
3,2833,1746,261.84
4,1280,1785,481.53
10,4875,1853,26.05
4,3014,1784,502.89
9,2255,1364,165.97
2,2955,1756,358.73
9,64,769,221.22
8,3201,2717,63.95
9,3574,864,33.21
3,3271,1746,19.24
9,4815,470,458.72
1,3830,1225,268.24
7,3798,2177,236.6
8,1794,2587,90.07
1,1081,1225,412.12
2,626,1756,233.11
2,943,1755,120.33
1,2293,1226,351.1
8,3349,726,203.12
8,521,1329,319.41
1,260,1226,60.4
3,4469,1745,85.33
10,456,1316,267.16
1,1720,1226,392.08
9,521,133,201.95
5,4805,1797,344.12
8,77,952,181.53
9,176,2149,196.96
4,2499,1783,89.02
6,1841,1068,349.07
10,4028,335,146.37
5,1167,1796,164.1
8,3919,2003,476.84
3,4968,1744,351.95
3,282,1742,6.4
10,4913,580,95.46
7,2466,2536,12.59
5,2128,1795,99.49
6,3463,2843,359.94
7,4462,259,340.71
2,1190,1755,289.93
6,4293,360,503.9
6,1935,2145,144.54
7,900,2860,284.61
5,1048,1795,247.79
1,3107,1227,187.23
7,2737,754,209.86
3,2608,1741,286.39
5,1084,1795,284.1
8,1642,1675,413.81
6,1078,2493,295.73
3,945,1740,24.06
10,4823,1516,466.88
2,1497,1755,187.65
7,2645,2922,450.95
10,219,2894,364.28
9,374,1069,422.43
2,4756,1754,88.93
8,4891,489,218
10,3933,733,83.22
10,4896,693,66.15
2,986,1754,481.78
8,2392,1330,176.37
1,4080,1227,255.52
9,2470,2545,343.05
7,1069,651,369.69
3,334,1739,276.78
1,1051,1228,364.4
10,4274,31,123.23
9,4096,2523,176.21
6,4167,1814,143.35
1,4693,1228,422.61
5,4432,1795,176.58
8,1394,2496,492.58
3,4949,1739,62.83
9,282,990,421.28
3,1883,1737,55.85
6,1201,2229,275.98
4,1840,1783,28.11
9,2139,752,130.58
8,2445,1828,209.13
1,3990,1230,130.59
1,2087,1230,135.31
5,551,1794,357.92
8,3509,1926,345.13
2,4295,1753,286.2
4,1634,1782,233.65
7,1928,915,353.62
3,3836,1737,331.56
4,2661,1782,344.45
1,2224,1231,485.29
2,2134,1753,132.56
9,4503,1381,6.44
8,4572,2556,395.75
5,1624,1793,90.19
3,731,1737,10.02
5,3871,1791,448.34
5,4101,1790,180.58
2,750,1753,153.66
9,2565,2375,107.7
10,1932,2174,500.73
8,4020,2938,229.3
10,936,566,175.4
7,4740,2336,231.55
6,3369,178,229.42
6,655,753,95.24
5,3947,1790,152.76
3,1574,1736,372.7
5,2291,1790,364.86
10,4589,2146,133.06
1,4337,1232,195.61
6,3474,2336,479.22
10,2381,2463,264.17
2,1379,1752,297.22
6,2364,382,22.48
8,4956,2385,341.14
9,2582,2501,481.52
6,4481,2324,86.68
3,2806,1736,64.88
4,3596,1780,243.74
2,4427,1751,436.25
3,2127,1736,352.06
8,2158,461,368
7,537,1436,221.95
5,3838,1789,426.69
7,1535,297,445.96
4,967,1778,273.59
5,670,1787,219.97
1,2937,1232,133.59
10,4757,36,267.85
4,3667,1778,197.08
5,437,1786,412.52
7,1579,1552,82.61
6,2337,949,153.02
1,759,1232,293.26
2,1880,1747,78.81
5,891,1786,274.67
4,4543,1777,178.84
1,2251,1233,266.88
8,4478,1230,75.89
3,4908,1736,446.43
3,4454,1734,414.83
9,1524,2481,165.71
3,4135,1733,76.76
5,4704,1785,5.56
10,2094,166,50.32
8,4887,2711,341.55
7,2116,1053,126.36
1,2729,1233,495.39
9,1174,342,36.22
9,597,624,265.95
7,1200,1516,322.37
10,1767,2658,260.93
2,3778,1746,417.93
10,2596,203,479.94
10,2851,1707,334.85
5,4447,1785,343.39
4,2540,1777,67.9
7,3725,1406,37.46
2,4949,1746,364.8
7,457,2858,209.22
10,4511,1050,159.67
8,136,2598,280.06
4,3034,1776,306.98
3,2759,1732,5.88
4,1639,1776,196.94
8,3827,1886,265.07
6,3388,1889,23.37
7,327,2264,36.29
9,2374,2179,269.75
10,2028,2014,363.76
5,3885,1785,167.06
1,4719,1233,442.35
10,650,922,378.89
1,2327,1233,130.12
2,672,1745,123.59
7,4473,2568,167.01
3,2497,1732,21.73
4,4678,1774,419.03
1,303,1234,274.42
7,2686,1943,292.25
4,1293,1770,268.64
3,965,1732,465.83
4,4323,1768,457.95
6,1975,269,345.04
7,4100,1892,440.07
10,1927,2114,222.29
8,893,1673,164.86
10,1667,1788,97.42
1,3999,1234,431.5
1,1726,1234,26.73
8,1832,1837,342.18
1,4717,1235,39.01
3,3121,1732,122.47
2,451,1745,243.52
5,3374,1785,243.8
3,2726,1731,114.63
1,2531,1235,123.76
3,2261,1731,398.12
1,4677,1236,8.8
5,2878,1785,481.27
10,3233,715,138.95
9,3542,1726,157.42
3,1527,1730,89.1
5,2019,1785,180.42
4,3616,1768,356.34
3,3807,1728,396.93
6,4014,1810,56.03
5,600,1785,101.63
7,2284,2727,480.31
10,3161,1178,224.85
9,948,828,187.68
5,934,1784,130.93
10,3188,2965,60.91
3,4276,1726,175.78
1,4761,1236,114.26
4,4535,1765,354.46
3,4627,1726,215.88
7,1498,2868,333.61
1,1505,1236,249.4
2,4446,1744,54.97
3,1939,1726,36.08
9,4665,1148,328.56
8,1732,208,387.42
1,2862,1237,88.5
6,2718,2829,176.65
1,680,1237,156.16
5,4822,1782,56.81
10,1921,2006,147.81
4,3186,1763,436.59
10,795,217,449.47
2,3870,1742,410.49
3,4796,1724,120.08
7,67,1312,462.56
4,3412,1761,153.41
10,567,2273,307.11
4,3796,1761,44.61
4,372,1760,290.48
3,667,1723,500.13
4,2356,1760,485.88
3,1169,1723,463.56
1,4670,1238,75.52
7,1263,2281,404.36
10,899,1503,326.73
5,477,1781,95.09
10,1475,31,413.01
3,3315,1723,7.38
4,63,1759,470.86
9,3604,366,96.04
4,3207,1758,122.22
10,4162,2022,225.71
5,3888,1781,308.07
6,2578,2645,359.29
5,2263,1780,76.75
6,43,1098,141.77
10,3884,489,137.96
8,3265,436,315.97
4,1568,1757,134.39
1,1172,1238,87.82
10,4548,1099,88.47
2,2114,1741,501.33
5,2899,1779,281.41
8,394,2072,78.16
3,4685,1722,155.15
10,166,988,201.21
9,1766,2627,270.9
9,2143,2988,484.59
3,1914,1722,82.2
9,494,2943,360.25
8,3188,1997,403.98
6,3513,1495,262.63
10,3694,132,57.93
4,3462,1756,267.77
2,1366,1740,8.34
4,3190,1755,183.72
9,854,1185,190.18
8,384,1849,57.04
9,2356,1737,262.9
6,1280,749,17.51
9,2893,942,329.97
6,4696,1697,147.68
8,1325,2000,479.2
8,1469,12,310.45
2,3754,1740,284.28
5,1158,1779,242.74
6,947,919,56.6
6,3213,1075,179.13
9,1569,990,72.82
3,496,1720,305.91
9,991,2640,235.53
7,1966,2430,116.61
3,4721,1720,217.34
5,3239,1778,124.49
10,2847,62,391.93
4,825,1754,454.71
1,2912,1238,295.34
6,256,1405,120.96
4,4578,1754,369.55
10,4858,928,341.91
6,1344,120,17.67
3,219,1719,430.12
5,3989,1778,254.94
7,2029,413,461.29
9,13,1156,311.63
1,2605,1239,393.08
3,3979,1714,100.02
8,512,593,213.31
4,3729,1754,17.43
10,3165,1473,267.68
1,858,1240,284.32
9,4182,852,345.24
5,2219,1777,407.46
4,4018,1753,409.39
4,1803,1753,283.19
5,3648,1777,197.05
2,1716,1739,340.09
5,285,1777,310.46
6,265,582,364.7
10,3049,792,122.96
7,922,1913,446.16
8,1975,2983,55.62
2,2307,1739,448
2,3185,1737,187.2
6,1584,1178,255.72
4,479,1752,84.82
7,3560,1831,125.66
2,1124,1737,120.83
9,138,1000,280.22
5,2248,1777,352.86
7,4186,2485,34.39
4,3290,1751,142.07
4,438,1751,379.02
7,3367,402,154.94
2,224,1737,199.81
7,2622,1226,276.06
2,3524,1736,113.18
3,2539,1712,154.31
1,4533,1240,458.95
2,3003,1734,302.27
7,829,163,200.47
5,3355,1776,358.39
2,819,1733,190.07
1,3562,1241,252.86
1,3976,1241,120.51
2,2996,1733,332.76
9,1972,1492,393.55
1,3356,1241,58.83
1,219,1242,461.29
10,283,2045,7.6
8,1662,1292,300.66
8,2834,2106,44.83
5,926,1776,193.85
3,3233,1710,303.39
8,1977,1885,424.01
6,212,569,209.89
1,1170,1243,427.71
7,4409,1023,303.55
8,2437,388,18.23
2,4234,1731,184.42
2,3190,1730,65.4
6,3271,2839,463
1,2400,1246,137.06
8,1995,63,454.43
7,983,1298,304.66
7,858,1715,204.84
1,4963,1247,24.65
2,485,1729,472.02
4,1054,1750,336.14
5,1080,1776,150.57
7,4566,1068,415.51
4,1087,1747,118
9,1120,1187,102.32
5,2547,1775,38.33
9,3573,940,459.13
10,2849,1848,283.79
5,3815,1774,310.6
10,2525,2059,302.24
1,3367,1248,256.1
4,2481,1746,300.32
9,895,2194,43.43
6,3052,2624,402.37
5,1016,1773,397.39
3,2299,1709,172.78
9,1258,2777,70.79
10,1407,1279,374.44
4,2344,1746,190.82
3,4738,1708,362.33
5,644,1773,396.71
3,4511,1706,376.24
8,2610,2385,296.07
2,486,1728,429.08
5,3420,1773,257.26
10,2586,681,399.6
7,2416,2898,474.03
8,1850,1934,176.31
10,3239,2956,130.5
4,3447,1746,13.19
6,1310,1655,374.88
8,4935,1611,152.08
2,3682,1727,451.51
9,2416,2730,70.23
3,3419,1705,158
2,2479,1727,250.84
3,707,1705,323.63
10,347,2887,89.5
1,4740,1249,390.76
1,4059,1249,186.03
1,234,1250,290.18
5,1900,1773,214.23
10,1318,1066,348.81
7,4449,1226,32.99
8,2407,2460,152.39
8,3820,276,371.63
8,629,1243,309.55
7,4647,1579,299.68
3,1918,1705,258.13
1,64,1251,273.24
9,309,1894,93.07
5,2152,1772,114.24
4,555,1743,293.06
5,3922,1772,317.59
10,1928,455,281.83
4,3467,1743,303.15
3,2895,1705,394.66
10,2542,1470,164.67
1,617,1252,291.33
8,2386,1205,55.59
10,4289,1557,393.59
2,4122,1726,66.07
2,4856,1725,436.53
10,715,1764,234.94
4,805,1743,419.73
1,3098,1253,351.52
6,4368,274,75.65
7,3614,92,89.33
1,3416,1254,58.45
3,4927,1704,449.31
9,2749,699,372.68
7,4676,2361,351.08
8,37,2266,456.02
4,837,1743,463.3
9,4475,127,491.6
8,1224,2730,362.3
6,4840,2731,218.8
10,1804,69,106.58
5,3679,1772,335.09
2,1567,1724,147.21
10,3126,1677,177.33
8,4832,1891,455.03
9,1219,2467,173.08
9,85,2992,313.3
1,1312,1257,282.32
2,3828,1724,230.43
2,3120,1723,433.35
10,2811,421,110.06
10,2433,2908,228.08
9,957,1667,399.07
2,3027,1722,418.66
8,2647,2344,396.69
10,2567,701,144.9
8,3759,1189,17.84
6,2009,2965,423
5,2118,1770,335.48
3,652,1704,344.95
4,1418,1742,99.74
8,2347,1277,27.42
10,694,2664,366.79
2,503,1721,6.38
2,2176,1721,160.18
7,2992,341,376.99
4,4959,1741,9.8
5,1496,1767,443.11
1,3033,1257,112.62
8,2257,719,127.44
3,1812,1702,322.15
2,4377,1721,119.92
4,2933,1741,12.5
6,3060,70,55.13
4,905,1741,445.1
6,2002,569,27.39
5,2111,1766,237.73
10,600,2490,267.61
9,4128,2531,163.63
4,2270,1740,386.12
2,314,1720,161.82
8,831,1620,361.34
2,3363,1720,35.41
1,3196,1257,75.73
3,2220,1702,503.64
1,2014,1258,122.08
8,2496,286,67.14
7,1386,870,234.71
6,1850,870,457.08
7,350,2816,263.43
3,4393,1701,71.49
1,4881,1261,473.67
4,1093,1740,218.81
1,816,1262,451.25
4,3189,1740,149.33
10,3700,1804,318.21
5,760,1765,145.45
1,4846,1263,249.6
5,433,1765,482.05
2,4429,1720,391.43
2,206,1720,57.3
2,2825,1720,111.72
8,1522,2742,196.83
7,1316,1286,437
2,4453,1719,459.15
10,1964,2909,349.27
9,641,1904,74.65
2,2371,1719,120.26
7,2908,2614,254.06
8,1733,789,493.6
6,3704,481,404.14
9,2259,705,193
3,75,1700,350.22
10,2942,1842,190.33
2,2907,1719,43.06
7,1835,1086,437.13
7,2261,279,348.34
3,2623,1698,295.16
9,1737,2926,228.45
10,514,281,26.26
7,1714,2565,87.85
3,521,1698,391.07
1,1436,1264,450.15
6,4301,104,15.35
4,2588,1740,448.75
2,1314,1718,17.16
6,2997,1210,89.95
4,4311,1740,416.08
7,2887,403,134.87
10,616,1143,86.46
2,4011,1717,417.34
5,1422,1764,398.89
9,572,1576,247.14
3,3047,1697,138.23
10,4321,1681,252.89
3,2750,1697,376.54
4,3552,1739,117.11
3,989,1697,234.09
3,3272,1696,62.87
1,3067,1265,164.34
5,1098,1764,61.45
9,3966,1069,343.88
2,2602,1716,354.71
8,4333,2975,188.4
10,106,950,164.9
4,3240,1739,194.75
4,851,1738,355.8
4,914,1738,216.77
7,3080,627,504.47
10,4399,2145,234.77
2,3616,1716,123.18
4,2978,1736,335.94
3,392,1696,348.91
10,2659,1892,58.88
2,2260,1715,318.91
9,3145,2557,417.69
3,1921,1696,269.69
6,2043,238,127.35
6,4174,1395,82.04
1,2131,1265,331.21
9,1436,2340,222.3
7,2460,1962,306.74
10,1521,666,233.65
3,1357,1695,215.59
8,1486,862,349.97
10,3922,2274,176.99
3,2353,1695,267.22
9,1671,295,87.96
10,3651,1199,116.93
7,1114,2971,328.88
8,4193,443,273.21
1,1017,1266,141.66
7,3690,255,217.73
3,1361,1694,340.31
9,3210,1125,485.56
8,4499,2347,503.36
5,476,1763,227.63
2,2973,1715,370.92
10,4820,252,345.82
4,2311,1733,299.14
2,3555,1715,268.27
5,4171,1762,80.48
8,3267,127,427.26
1,3660,1266,92.44
8,1074,954,264.74
10,756,85,366.6
9,233,1986,313.67
2,2216,1714,463
1,4775,1266,191.58
4,3987,1733,285.14
9,2681,2986,376.16
4,3695,1733,326.29
2,2287,1713,427.87
3,397,1694,235.57
1,4238,1267,354.61
7,3883,1892,424.07
6,1368,2588,32.86
2,1821,1713,466.84
1,416,1267,71.9
7,4189,1523,253.18
10,3986,2579,321.34
2,2898,1713,390.92
10,4140,2242,33.28
9,2443,2453,475.44
3,1459,1694,250.96
6,1076,224,96.28
8,2183,1886,108.1
5,999,1762,470.57
8,2576,1601,59.58
2,3198,1713,300.75
3,1133,1693,237.78
5,2230,1762,395.02
9,4925,2227,446.62
4,4750,1732,334.77
8,3409,831,237.06
9,4213,2278,43.74
9,2769,1516,444.46
9,751,547,196.66
6,4954,2606,111.76
9,4735,1313,44.55
10,2427,407,184.64
8,659,2310,209.25
4,178,1730,484.43
10,263,1115,33.43
2,3614,1712,97.54
2,4986,1712,46.72
3,3038,1693,325.63
7,4408,64,246.92
8,1215,1550,441.74
4,42,1728,45.08
8,1900,2261,75.67
10,2245,1173,499.72
10,602,1194,78.66
6,192,2901,424.68
10,309,2742,400.2
7,1290,2747,292.74
6,4860,1979,445.22
2,1758,1712,415.16
6,2972,1959,273.83
4,4150,1728,378.27
1,1418,1268,210.33
3,3617,1692,488.38
8,100,820,223.97
8,4694,691,464.22
3,1285,1691,98.36
3,1489,1690,276.8
2,1007,1711,117.84
6,551,2938,161.98
6,557,754,28.74
9,1728,2820,280.69
7,4777,1962,281.53
6,296,2280,480.68
1,320,1269,105.19
3,2979,1690,388.16
8,3321,2789,216.35
1,3530,1269,246.34
8,1711,2669,298.96
4,4540,1727,415.41
6,3880,2339,369.59
7,2448,2664,16.04
10,2687,2939,293.14
6,463,2202,184.97
1,3878,1270,189.38
10,3382,2790,159.56
10,2470,202,29.72
3,3296,1689,243.65
7,2213,658,30.11
9,2873,1127,60.11
3,4214,1689,60.91
3,2732,1689,431.68
1,54,1271,292.33
9,192,560,480.02
10,3344,593,115.69
8,108,2774,311.94
1,1759,1274,90.37
9,936,248,107.87
5,3466,1762,85.67
7,357,263,307.03
5,4987,1761,292.54
4,1075,1727,288.37
9,3008,2000,9.99
9,445,134,219.32
9,1867,1725,15.81
3,523,1689,298.53
1,2717,1274,125.62
4,498,1726,129.7
9,4265,2918,54.5
5,534,1761,347.74
7,2963,2029,143.75
8,2178,1710,134.14
7,474,1517,240.88
3,3012,1689,71.41
2,2283,1711,200.97
10,1278,2687,43.81
1,3767,1274,48.94
8,1194,334,193.99
8,4216,1010,51.08
10,4910,22,39.64
7,2717,2260,337.24
1,1321,1274,211.33
5,2956,1760,214.06
1,3389,1275,428.23
8,140,1309,486.05
7,2998,807,214.16
10,4721,1948,287.44
10,790,1966,121.62
5,1466,1759,160.8
10,3540,149,418.44
7,1318,514,470.95
5,2901,1759,501.29
1,2723,1275,380.7
5,1725,1758,210.44
9,4108,55,38.94
6,2889,2615,455.04
8,1675,2280,285.34
3,4145,1688,305.27
9,672,2533,6.32
4,4754,1725,223.87
3,1317,1688,439.67
8,2293,370,53.69
7,3593,2074,86.64
3,2288,1687,202.74
9,2410,997,500.61
8,3495,1450,323.44
6,512,1476,446.48
8,1392,1230,149.71
10,4613,359,297.07
1,2052,1275,266.19
9,1167,1291,472.07
5,3577,1757,294.98
10,4985,842,452.56
4,3448,1725,135.61
1,2900,1276,395.71
2,1721,1710,221.97
2,2317,1710,451.85
4,3340,1725,179.59
8,3367,2607,6.77
10,3481,1812,481.78
4,2048,1724,495.54
7,4454,1805,106.48
6,2272,584,157.41
6,3575,2584,133.47
6,1587,2812,104.67
7,766,2319,259.04
5,2604,1756,337.08
7,4846,2055,25.55
3,3856,1686,108.31
7,3654,1371,34
7,644,2019,279.55
9,4605,91,268.45
4,1997,1723,155.87
3,3725,1686,47.57
3,1371,1686,119.06
7,2153,553,470.68
9,612,552,183.08
5,4115,1755,348.09
10,4097,2694,359.12
5,3092,1755,386.45
3,605,1684,423.5
8,2825,783,99.15
6,3796,1470,458.55
4,3369,1723,26.69
5,873,1752,136.38
5,4312,1751,117.47
3,2780,1684,281.46
9,3290,262,141.54
10,4779,629,179
2,1581,1709,164.15
10,92,2279,57.09
5,2280,1751,349.06
1,2279,1276,34.91
4,4767,1723,276.77
10,4152,1696,377.25
10,2158,68,368.76
8,269,1043,180.99
7,3347,932,386.39
9,4771,1634,30.74
7,4251,2680,321.11
3,1857,1683,15.12
8,1462,704,111.94
6,3961,1298,98.98
9,2036,2717,119.27
3,4754,1683,90.27
4,704,1723,85.52
8,4250,974,422.67
9,4807,730,210.99
1,3447,1276,94.6
1,1501,1277,379.76
1,1618,1277,385.73
5,1406,1751,52.73
7,4726,2198,225.93
6,2127,276,432.46
10,2190,100,108.13
6,1667,710,289.31
5,3211,1751,45.5
7,3431,409,109.06
7,336,1381,399.13
3,4960,1683,79.92
1,2422,1278,436.52
6,3374,218,158.46
7,2940,2596,260.34
6,3718,1886,472.16
10,3878,611,310.6
6,3342,2496,453.2
8,27,795,444.99
6,1823,266,173.8
2,2450,1708,273.85
3,758,1683,231.14
2,1437,1708,346.04
3,1183,1682,364.26
4,3446,1722,123.05
8,3095,601,258.94
10,1582,2872,133.26
3,163,1682,456.11
3,491,1681,218.66
2,695,1707,93
3,3131,1679,254.76
6,4004,1331,43.09
7,4494,1656,42.18
9,1428,2668,374.29
9,113,1115,361.82
3,755,1678,416.92
9,3497,2546,212.54
10,4970,1873,140.1
5,4970,1751,498.45
1,212,1278,435.7
7,2832,2444,456.36
2,1460,1707,218.43
4,3846,1722,51.53
1,1855,1278,100.26
8,158,431,15.72
9,3910,2852,225.78
10,635,2091,176.07
2,3392,1707,365.6
3,3596,1678,136.85
7,2470,707,120.13
5,2929,1751,356.28
2,1313,1706,242.16
4,1044,1722,293.44
2,3450,1706,491.77
3,3442,1678,262.51
3,4989,1677,373.26
7,606,1755,63.89
3,2287,1677,503.22
6,264,1866,354
4,473,1722,237.13
7,1882,682,233.63
7,1350,588,442.37
6,992,1996,6.53
9,1953,614,426.71
3,2825,1676,282.29
4,3877,1722,186.63
8,3634,437,330.45
10,2386,829,197.67
7,4879,825,50.52
1,1417,1279,116.43
5,508,1750,71.65
2,4536,1706,397.5
9,2997,257,70.79
4,4394,1720,428.13
7,386,257,195.12
10,3366,2657,456.34
5,4502,1750,231.97
6,176,1793,465.41
8,4237,1100,178.68
7,2064,1322,308.28
9,2828,2859,225.08
6,848,2648,44.66
10,3346,255,317.78
5,4184,1750,175.44
10,2799,182,331.3
8,4638,439,38.24
3,1693,1676,391.43
4,2887,1717,481.65
10,4991,2971,81.75
3,3618,1676,306.15
1,3985,1279,438.76
1,3578,1280,279.04
9,1296,1328,228.3
10,3539,1689,417.57
2,1709,1704,392.74
9,1276,1786,157.95
5,1488,1750,472.31
6,3559,1301,268
9,3021,1492,112.55
5,816,1749,432.27
10,2400,478,404.97
6,3016,694,277.84
6,3588,2177,387.18
4,4787,1716,223.3
3,4094,1676,177.03
7,3501,540,305.47
8,52,2038,202.55
10,1362,2631,446
6,2705,700,356.47
6,2497,1625,404.41
5,1487,1747,191.08
10,4832,643,422.7
2,3283,1703,87.3
2,1115,1703,194.56
9,3621,2760,58.35
9,4405,679,163.79
9,1359,57,340.81
5,2693,1747,472.24
6,4326,585,503.9
2,4065,1703,466.07
1,3942,1282,205.22
3,4564,1675,35.72
8,1202,2007,487.7
8,545,607,307.26
5,1716,1746,306.87
3,566,1675,341.07
10,4829,2233,162.59
1,1839,1282,32.24
7,3246,1957,145.02
5,1935,1743,427.99
4,544,1716,156.87
10,1228,1728,266.28
6,4016,2937,331.12
2,962,1700,163.29
9,1338,522,164.2
6,4085,1060,222.67
6,2118,739,157.54
8,888,1452,179.43
6,1195,573,312.8
9,1373,1016,285.9
7,4789,2783,342.71
9,4076,2520,370.03
3,4488,1674,491.72
9,2897,2736,276.3
4,166,1714,21.49
2,4626,1700,258.46
10,3380,2674,381.87
4,4421,1714,305.86
10,1881,2449,50.86
8,2735,1624,436.66
8,303,1219,465.35
2,2834,1700,285.07
4,1871,1714,334.52
7,1297,69,172.15
9,2411,333,182.62
2,4380,1699,252.16
9,1674,542,228.62
2,1657,1698,149.01
3,4461,1674,68.2
8,417,1068,143.71
4,2155,1714,450.66
2,676,1698,337.22
3,3338,1673,299.42
3,4320,1673,245.53
2,2966,1696,414.55
9,3128,2872,357.65
5,1756,1742,213.2
4,2691,1713,19.38
5,1850,1742,102.94
3,1028,1672,424.26
6,1607,2850,176.98
5,586,1742,347.73
2,2266,1696,115.96
7,1056,179,93.88
4,2700,1712,139.7
7,1244,1367,221.12
5,1350,1742,244.59
7,898,2705,218.24
5,3022,1742,45.37
4,2006,1711,96.95
5,13,1741,217.97
2,2804,1695,429.39
2,1649,1695,308.48
7,2568,311,439.83
5,3383,1741,127.66
9,2263,480,370.92
8,3194,1503,153.87
10,3935,2976,29.08
4,1488,1710,365.54
4,344,1710,460.6
9,1507,2863,15.91
9,972,2204,84.39
2,283,1694,411.78
3,2807,1671,497.87
5,4078,1740,108.11
3,1154,1670,461.06
5,127,1740,293.08
7,1277,1533,425.92
10,1080,2789,352.09
7,1599,1742,79.74
5,3565,1740,441.55
7,2798,504,380.97
7,2193,1342,298.99
5,3209,1740,97.85
5,1398,1739,133.81
2,1803,1693,477.19
7,2838,2798,449.44
4,4679,1710,115.96
2,1010,1692,10.3
6,4686,1553,432.72
4,1926,1710,475.49
2,704,1692,184.27
6,4768,212,149.77
8,2980,1014,314.13
9,4572,2800,411.21
4,1332,1710,324.86
2,4699,1692,218.96
5,1383,1739,412.09
2,2153,1692,218.56
8,970,2911,469.73
5,709,1738,286.65
2,4003,1691,51.81
7,3850,2204,397.14
3,2742,1670,242.94
9,753,1608,212.65
4,2755,1709,33.37
6,4759,877,218.23
4,4984,1709,99.79
6,4609,1163,178.06
6,1822,2403,324.92
3,1148,1669,219.98
1,1910,1285,452.81
3,3343,1668,386.35
5,271,1737,431.95
5,3054,1737,247.52
1,89,1286,324.63
8,2790,2744,112.01
8,2230,383,471.93
2,3451,1690,389.44
7,3529,1745,164.88
6,3853,972,175.77
7,2274,701,291.14
5,3864,1737,413.6
2,1477,1690,187.86
10,566,2568,361.42
7,445,2993,129.25
4,1478,1708,497.58
4,2792,1707,324.66
10,649,2481,209.07
10,1373,2258,147.25
4,3772,1706,365.24
10,3359,1299,428.01
5,2508,1736,46.17
5,877,1735,241.1
1,3462,1286,96.99
4,4872,1706,75.99
1,1022,1287,399.78
5,420,1733,245.53
1,982,1287,160.95
1,4619,1288,175
6,15,389,476.64
10,444,2492,381.35
6,3724,1478,417.98
4,1711,1706,59.18
8,2281,1473,435.19
10,3752,1159,397.9
1,4474,1290,408.33
5,3358,1733,321.15
6,1753,2500,155.39
5,3803,1732,482.67
3,1630,1668,368.51
8,411,238,284.88
5,3846,1730,312.55
9,4189,850,443.35
10,2519,2932,349.38
10,77,1036,227.2
3,2305,1668,365.16
10,1188,1091,428.86
4,3792,1705,490.96
3,4322,1667,104.74
5,1005,1728,266.39
2,2641,1690,395.89
8,3482,2310,165.46
1,301,1291,114.43
5,102,1726,127.86
7,689,2029,249.48
2,4591,1689,232.36
4,3636,1705,60.86
6,1827,2933,309.44
7,1888,415,377.16
5,4072,1726,363.85
1,1431,1292,492.66
6,3110,1704,410.72
6,2508,2901,424.76
7,3679,2641,288.35
10,1905,969,351.15
10,4008,2996,297.71
